slice,Locality,X,Y,Country,age_min,age_max,age_diff
slice_60000_50000,Les Pradelles,0.432,45.74,France,40130,62400,22270
slice_60000_50000,Loewenburg Neu-Muehlefeld III,7.3,47.41,Switzerland,50000,75000,25000
slice_60000_50000,Mander,6.826,52.445,Netherlands,40000,70000,30000
slice_60000_50000,Mochi,7.534,43.784,Italy,41800,60000,18200
slice_60000_50000,Moula Guercy,4.848,44.883,France,50000,72000,22000
slice_60000_50000,Noir Bois,7.12,47.43,Switzerland,50000,75000,25000
slice_60000_50000,Pech de l Azé II,1.253,44.859,France,56000,72000,16000
slice_60000_50000,Pech de l Azé IV,1.255,44.858,France,58100,64900,6800
slice_60000_50000,Plaidter Hummerich,7.366,50.385,Germany,57000,82000,25000
slice_60000_50000,Quincay,0.236,46.607,France,40000,70000,30000
slice_60000_50000,Regourdou,1.178,45.055,France,57000,71000,14000
slice_60000_50000,Rio Secco,12.88,46.24,Italy,50070,60000,9930
slice_60000_50000,Riparo Tagliente,11.001,45.541,Italy,42000,70000,28000
slice_60000_50000,Romanesti-Dumbravita,22.314,45.812,Romania,45000,60000,15000
slice_60000_50000,Sants Croce,16.469,41.177,Italy,55000,70000,15000
slice_60000_50000,Sesselfelsgrotte,11.79,48.935,Germany,45710,72800,27090
slice_60000_50000,Stajnia Cave,19.484,50.616,Poland,49000,71000,22000
slice_60000_50000,Temnata,23.385,43.09,Bulgaria,55000,70000,15000
slice_60000_50000,Walou,5.696,50.591,Belgium,42000,71000,29000
slice_60000_50000,Amud Cave,35.502,32.872,Israel,52000,70000,18000
slice_60000_50000,Carihuela,-3.43,37.449,Spain,42400,58800,16400
slice_60000_50000,Chagyrskaya,83.126,51.422,Russia,49000,52000,3000
slice_60000_50000,Cova del Gegant,1.774,41.224,Spain,47500,51100,3600
slice_60000_50000,Karain Cave,30.567,37.083,Turkey,50000,70000,20000
slice_60000_50000,Kebara Cave,34.937,32.558,Israel,56400,63400,7000
slice_60000_50000,Ortvale Klde,43.262,42.31,Georgia,46190,54016,7826
slice_60000_50000,Shanidar,44.22,36.833,Iraq,44500,54000,9500
slice_60000_50000,Shukbah,35.043,31.981,West Bank,50000,70000,20000
slice_60000_50000,Sipka,18.119,49.588,Czech Republic,59000,84000,25000
slice_60000_50000,Sveduv Stul,16.748,49.246,Czech Republic,59000,71000,12000
slice_60000_50000,Aranbaltza II,-2.965,43.399,Spain,40600,55900,15300
slice_60000_50000,Arcy-sur-Cure - Grotte de l_Hyène,3.763,47.591,France,29000,57000,28000
slice_60000_50000,Grotte Tournal,2.878,43.336,France,32400,57900,25500
slice_60000_50000,Germolles - Grotte de la Verpillière II,4.742,46.809,France,40000,57000,17000
slice_60000_50000,Grotte de la Chênelaz,5.536,45.909,France,29000,57000,28000
slice_60000_50000,Jupiter,-1.453,43.479,France,45000,55000,10000
slice_60000_50000,Lapa do Picareiro,-8.653,39.53,Portugal,44000,54000,10000
slice_60000_50000,Les Bossats - Ormesson,2.662,48.251,France,40000,57000,17000
slice_60000_50000,Dzerava skala cave,17.325,48.497,Slovakia,36450,50400,13950
slice_60000_50000,Pech de l Azé I,1.254,44.859,France,34000,58000,24000
slice_60000_50000,Balver Cave,7.874,51.337,Germany,50000,56000,6000
slice_60000_50000,Grotta Reali,14.04,41.632,Italy,48360,50940,2580
slice_60000_50000,Grotte du Noisetier,0.371,42.928,France,29000,57000,28000
slice_60000_50000,Ilskaya,38.553,44.814,Russia,57000,72000,15000
slice_60000_50000,Karama,84.566,51.467,Russia,29000,57000,28000
slice_60000_50000,Klissoura 1,22.808,37.69,Greece,50000,56500,6500
slice_60000_50000,La Ferrassie_Grand Abri,0.938,44.952,France,41800,57800,16000
slice_60000_50000,La Rochette,1.104,45.012,France,30300,55900,25600
slice_60000_50000,Les Cottés,0.841,46.692,France,36900,55300,18400
slice_60000_50000,Oblazowa Cave,20.126,49.429,Poland,46000,50500,4500
slice_60000_50000,Oscurusciuto,16.767,40.573,Italy,42700,55000,12300
slice_60000_50000,Pradayrol,1.658,44.624,France,30000,57000,27000
slice_60000_50000,Rozhok I,38.917,47.217,Russia,32230,56800,24570
slice_60000_50000,Subalyuk,20.531,47.963,Hungary,40000,57000,17000
slice_60000_50000,Trou de l Abime,4.503,50.05,Belgium,43530,50110,6580
